index,grade,capture_type,source_path,output_path,segmented,width,height,area_px
211,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0268.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0268.jpg,True,340,337,99672.0
212,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0269.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0269.jpg,True,317,316,97518.0
213,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0270.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0270.jpg,True,333,334,105758.0
214,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0271.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0271.jpg,True,323,320,99316.0
215,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0272.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0272.jpg,True,344,348,110087.0
216,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0273.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0273.jpg,True,363,360,120524.0
217,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0274.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0274.jpg,True,362,364,122646.5
218,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0275.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0275.jpg,True,362,367,128821.5
219,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0276.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0276.jpg,True,356,354,122337.0
220,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0277.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0277.jpg,True,348,350,115105.5
221,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0278.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0278.jpg,True,361,360,124631.5
222,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0279.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0279.jpg,True,356,359,121358.0
223,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0133.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0133.jpg,True,320,319,87669.5
224,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0134.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0134.jpg,True,361,362,123288.0
225,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0135.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0135.jpg,True,405,403,155473.0
226,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0136.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0136.jpg,True,342,336,105086.0
227,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0137.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0137.jpg,True,318,314,89183.0
228,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0138.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0138.jpg,True,450,370,157348.5
229,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0139.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0139.jpg,True,362,350,111463.5
230,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0140.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0140.jpg,True,343,339,112470.0
231,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0141.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0141.jpg,True,338,342,104761.5
232,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0142.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0142.jpg,True,319,323,99926.5
233,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0143.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0143.jpg,True,388,388,141150.5
234,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0144.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0144.jpg,True,384,390,141470.5
235,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0145.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0145.jpg,True,366,369,127636.5
236,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0146.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0146.jpg,True,366,366,128533.5
237,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0147.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0147.jpg,True,369,372,129708.0
238,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0148.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0148.jpg,True,353,355,117922.5
239,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0149.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0149.jpg,True,322,322,98220.0
240,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0150.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0150.jpg,True,385,384,139113.0
241,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0151.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0151.jpg,True,382,386,138806.0
242,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0152.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0152.jpg,True,345,343,113314.0
243,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0153.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0153.jpg,True,324,315,96975.5
244,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0154.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0154.jpg,True,371,368,128007.5
245,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0155.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0155.jpg,True,371,364,120683.5
246,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0156.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0156.jpg,True,428,418,164868.5
247,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0157.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0157.jpg,True,419,429,166579.5
248,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0158.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0158.jpg,True,434,414,170024.5
249,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0159.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0159.jpg,True,433,430,175607.5
250,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0160.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0160.jpg,True,390,388,139329.0
251,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0161.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0161.jpg,True,431,427,167911.0
252,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0162.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0162.jpg,True,345,355,116609.5
253,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0163.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0163.jpg,True,321,326,98526.5
254,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0164.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0164.jpg,True,336,331,105458.5
255,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0165.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0165.jpg,True,382,377,137415.0
256,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0166.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0166.jpg,True,383,387,139335.5
257,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0167.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0167.jpg,True,414,412,165255.0
258,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0168.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0168.jpg,True,449,430,181102.0
259,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0169.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0169.jpg,True,413,419,165881.0
260,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0170.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0170.jpg,True,379,386,136407.5
261,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0171.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0171.jpg,True,420,408,160945.5
262,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0172.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0172.jpg,True,425,434,169790.0
263,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0173.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0173.jpg,True,387,387,139864.0
264,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0174.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0174.jpg,True,382,377,137842.0
265,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0175.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0175.jpg,True,387,387,141035.0
266,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0176.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0176.jpg,True,415,406,162204.0
267,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0177.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0177.jpg,True,396,398,151225.0
268,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0178.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0178.jpg,True,433,425,171986.5
269,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0179.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0179.jpg,True,480,479,220799.5
270,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0180.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0180.jpg,True,401,394,152359.5
271,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0181.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0181.jpg,True,337,331,107554.5
272,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0182.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0182.jpg,True,362,357,122778.0
273,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0183.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0183.jpg,True,360,354,119811.0
274,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0184.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0184.jpg,True,395,378,141822.5
275,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0185.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0185.jpg,True,378,373,135900.0
276,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0186.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0186.jpg,True,388,388,143730.0
277,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0187.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0187.jpg,True,412,403,157222.0
278,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0188.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0188.jpg,True,400,383,143852.5
279,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0189.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0189.jpg,True,387,376,137929.5
280,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0190.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0190.jpg,True,357,352,121223.5
281,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0191.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0191.jpg,True,346,340,112449.5
282,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0192.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0192.jpg,True,369,362,122593.5
283,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0193.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0193.jpg,True,373,379,135576.0
284,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0194.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0194.jpg,True,366,365,127719.5
285,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0195.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0195.jpg,True,370,377,133027.0
286,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0196.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0196.jpg,True,375,370,129871.0
287,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0197.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0197.jpg,True,366,374,131453.0
288,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0198.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0198.jpg,True,372,367,129022.0
289,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0199.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0199.jpg,True,373,380,136587.0
290,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0200.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0200.jpg,True,333,323,103416.0
291,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0201.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0201.jpg,True,372,371,129036.0
292,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0202.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0202.jpg,True,358,349,117991.5
293,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0203.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0203.jpg,True,349,355,119703.0
294,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0204.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0204.jpg,True,347,352,117486.0
295,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0205.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0205.jpg,True,378,373,132576.0
296,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0206.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0206.jpg,True,331,338,100215.5
297,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0207.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0207.jpg,True,344,345,112995.5
298,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0208.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0208.jpg,True,356,356,119313.5
299,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0209.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0209.jpg,True,353,363,122409.5
300,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0210.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0210.jpg,True,321,321,99321.5
301,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0211.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0211.jpg,True,331,333,106400.5
302,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0212.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0212.jpg,True,334,328,106091.5
303,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0213.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0213.jpg,True,331,333,104363.5
304,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0214.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0214.jpg,True,302,305,89054.5
305,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0215.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0215.jpg,True,350,335,111728.0
306,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0216.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0216.jpg,True,344,349,115587.5
307,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0217.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0217.jpg,True,342,342,112086.0
308,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0218.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0218.jpg,True,342,342,113131.0
309,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0219.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0219.jpg,True,350,352,117242.5
310,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0220.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0220.jpg,True,348,348,117115.5
311,3B,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3b(Cam)\DSC_0221.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0221.jpg,True,331,340,109030.0
312,4,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-4(Cam)\DSC_0097.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\4\dslr__DSC_0097.jpg,True,357,352,114361.5
