source,output,grade,augmented
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0185.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0185_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0186.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0186.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0186.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0186_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0187.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0187.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0187.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0187_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0188.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0188.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0188.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0188_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0189.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0189.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0189.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0189_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0189.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0189_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0190.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0190.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0190.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0190_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0191.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0191.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0191.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0191_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0191.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0191_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0192.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0192.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0192.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0192_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0192.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0192_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0193.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0193.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0193.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0193_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0193.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0193_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0194.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0194.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0194.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0194_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0194.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0194_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0195.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0195.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0195.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0195_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0196.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0196.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0196.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0196_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0196.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0196_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0197.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0197.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0197.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0197_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0198.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0198.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0198.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0198_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0199.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0199.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0199.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0199_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0199.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0199_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0200.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0200.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0200.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0200_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0200.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0200_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0201.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0201.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0201.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0201_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0201.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0201_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0202.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0202.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0202.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0202_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0202.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0202_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0203.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0203.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0203.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0203_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0203.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0203_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0204.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0204.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0204.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0204_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0204.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0204_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0205.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0205.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0205.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0205_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0205.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0205_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0206.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0206.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0206.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0206_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0206.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0206_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0207.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0207.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0207.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0207_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0208.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0208.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0208.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0208_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0208.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0208_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0209.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0209.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0209.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0209_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0210.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0210.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0210.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0210_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0210.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0210_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0211.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0211.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0211.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0211_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0211.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0211_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0212.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0212.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0212.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0212_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0213.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0213.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0213.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0213_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0214.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0214.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0214.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0214_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0214.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0214_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0215.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0215.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0215.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0215_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0215.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0215_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0216.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0216.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0216.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0216_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0216.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0216_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0217.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0217.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0217.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0217_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0217.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0217_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0218.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0218.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0218.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0218_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0218.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0218_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0219.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0219.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0219.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0219_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0219.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0219_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0220.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0220.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0220.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0220_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0220.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0220_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0221.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0221.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0221.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0221_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\dslr__DSC_0221.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\dslr__DSC_0221_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084818.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084818.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084818.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084818_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084827.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084827.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084827.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084827_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084827.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084827_aug1.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084843.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084843.jpg,3B,False
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084843.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084843_aug0.jpg,3B,True
C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3B\phone__20250912_084843.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset_augmented\3B\phone__20250912_084843_aug1.jpg,3B,True
